id,age,age_group,gender,race,education,partyid,libcon,fo_dei,fo_jus_soli,fo_ukraine_mil,fo_israel_mil,fo_reduce_unequal,fo_schoolvax,fo_trans_mil,harris_likes,harris_dislikes,trump_likes,trump_dislikes,mipp_1,harris_therm,trump_therm
140076,80,NA,1. Man,"1. White, non-Hispanic",5. Graduate degree,1. Strong Democrat,2. Liberal,4. Neither favor nor oppose,6. Oppose moderately,1. Favor a great deal,1. Favor a great deal,2. Favor a moderate amount,1. Favor a great deal,4. Neither favor nor oppose,"She has good background skills in government Attorney General Calif, Senator, Calif, and most important Vice President under Pres Biden for 3.5 years now. And also Donald Trump is a disaster for our country and ruined the old GOP which was not my party but certainly legitimate.",NA,NA,"The chaos:  Trump University scandal"", the 2021 Insurrection, the coarse demeaning of  people, the Stop the Steal lie , refusing to attend the inauguration of Biden, the constant barrage of lies, using horrible language about immigrants as rapists, and coming from mental institutions and the outrageous act of taking classified documents to his home and then refusing to give them back and on and on mostly the insurrection, and ruining our nation's belief in our free and fair elections. The doubt still exists. Sitting Congressmen and Senators are in the Capitol who voted against the electors when VP Pence called their names. Cruz, etc, My wife and I know [REDACTED DETAILS] but they had a clause in their statement that will allow her  to never be prosecuted, etc,""",tRUMP  HE WANTS TO BE King.He lies all the time. Likes dictators likje Putin,85,0
140077,74,NA,1. Man,"1. White, non-Hispanic","3. Some post-high school, no bachelor's degree",5. Independent-Republican,5. Slightly conservative,7. Oppose a great deal,2. Favor moderately,2. Favor moderately,1. Favor a great deal,6. Oppose a moderate amount,1. Favor a great deal,4. Neither favor nor oppose,NA,She's a bigger liar. Too progressive.,"Good Manager. Has a purpose and gets the job done with less lies,","He's a jerk. He's a fool with a big mouth, but he's a winner.",The economy is weak.,0,70
140078,74,NA,2. Woman,3. Hispanic,2. High school credential,1. Strong Democrat,99. Haven't thought much about this,4. Neither favor nor oppose,7. Oppose a great deal,1. Favor a great deal,1. Favor a great deal,4. Neither favor nor oppose,1. Favor a great deal,4. Neither favor nor oppose,she seems very honest and forth  coming ...i beleave  her and think she will do a great job as president,NA,NA,well he seems like a lyer he never tells the truth and always always making  up false  stories...he seems like a person u cant trust...i dont like his attitude..hes a bully makes  fun of people and cant be trusted...no truth  comes out of his mouth,cost of living tooo high,85,0
140079,76,NA,1. Man,"1. White, non-Hispanic",4. Bachelor's degree,3. Independent-Democrat,4. Moderate; middle of the road,1. Favor a great deal,7. Oppose a great deal,1. Favor a great deal,2. Favor moderately,6. Oppose a moderate amount,1. Favor a great deal,4. Neither favor nor oppose,anyone but Trump,NA,NA,he is not competent to be president.,the inability of the congress to work together,40,0
140080,-2,NA,2. Woman,"1. White, non-Hispanic","3. Some post-high school, no bachelor's degree",7. Strong Republican,7. Extremely conservative,7. Oppose a great deal,1. Favor a great deal,2. Favor moderately,1. Favor a great deal,7. Oppose a great deal,1. Favor a great deal,7. Oppose a great deal,NA,She is flip flopping on everything and lying as well. She is dangerous for our country. No foreign experience.,He wants to make America what it was his first time in White House. US needs to have illegals removed and country cleaned up. Inflation down and more!,NA,closing border,15,100
140081,47,45-54,2. Woman,"1. White, non-Hispanic",4. Bachelor's degree,2. Not very strong Democrat,4. Moderate; middle of the road,2. Favor a moderate amount,3. Favor a little,2. Favor moderately,2. Favor moderately,2. Favor a moderate amount,1. Favor a great deal,6. Oppose a moderate amount,she is respectable and professional,financial wellness,financial wellness,Trump has no morals.,global warming,85,30
140082,49,45-54,2. Woman,"2. Black, non-Hispanic","3. Some post-high school, no bachelor's degree",2. Not very strong Democrat,1. Extremely liberal,4. Neither favor nor oppose,4. Neither favor nor oppose,4. Neither favor nor oppose,4. Neither favor nor oppose,1. Favor a great deal,4. Neither favor nor oppose,4. Neither favor nor oppose,She has American voters best interests at heart,NA,NA,Hes unfit to be leader of the free world,Seniors Education Employment Housing,100,0
140083,48,45-54,2. Woman,"1. White, non-Hispanic",4. Bachelor's degree,3. Independent-Democrat,2. Liberal,1. Favor a great deal,4. Neither favor nor oppose,1. Favor a great deal,6. Oppose moderately,1. Favor a great deal,1. Favor a great deal,1. Favor a great deal,"Diversity, Inclusion, Historical Record, Experience, Abortion Rights, Women's Rights, Leadership Style, Joy, Hope for the Future",NA,"Convicted Felon, Liar, Cheat, Bankrupted Businesses, Corruption, Paying a Porn Star to keep her silent prior to 2016, Tax Evasion, Mishandling Government Documents, Inciting an Insurrection, Driving Hate in our Country, Bully, Negative Rhetoric, Lack of a Plan for anything, his endorsement of Project 2025, Hate of Immigrants, Confusion, poor speaker, shits his pants, lack of government experience and military experience, mishandling our international partners, climate change, and NATO as well as his Russian-ties to Putin.",Everything from the last block goes here! Now I can't go back and edit. Grrrrr,10-14 yr old young females committing suicide at alarming rates,85,0
140084,54,45-54,2. Woman,3. Hispanic,"3. Some post-high school, no bachelor's degree",1. Strong Democrat,4. Moderate; middle of the road,3. Favor a little,7. Oppose a great deal,1. Favor a great deal,7. Oppose a great deal,3. Favor a little,1. Favor a great deal,2. Favor a moderate amount,she’s not Donald Trump,NA,NA,NA,"inflation, housing cost and medical insurance",100,0
140085,40,35-44,2. Woman,"1. White, non-Hispanic",5. Graduate degree,3. Independent-Democrat,4. Moderate; middle of the road,4. Neither favor nor oppose,2. Favor moderately,4. Neither favor nor oppose,4. Neither favor nor oppose,2. Favor a moderate amount,2. Favor a moderate amount,4. Neither favor nor oppose,NA,NA,NA,he is a schemer,"gun control, global warming",85,30
140086,37,35-44,2. Woman,"1. White, non-Hispanic",4. Bachelor's degree,3. Independent-Democrat,3. Slightly liberal,4. Neither favor nor oppose,4. Neither favor nor oppose,4. Neither favor nor oppose,4. Neither favor nor oppose,1. Favor a great deal,1. Favor a great deal,2. Favor a moderate amount,"Her de facto"" getting the nomination.""",NA,NA,His inability to tell the truth and his constant whining.,"Inflation, Wage gap, Movement to the far right, authoritarianism",40,0
140087,59,55-64,2. Woman,"1. White, non-Hispanic",2. High school credential,7. Strong Republican,99. Haven't thought much about this,4. Neither favor nor oppose,7. Oppose a great deal,4. Neither favor nor oppose,2. Favor moderately,4. Neither favor nor oppose,1. Favor a great deal,4. Neither favor nor oppose,NA,NA,NA,NA,i don't voice my opinion on politics or the state of the country.  it is what it is.,30,100
140088,32,25-34,2. Woman,"1. White, non-Hispanic",4. Bachelor's degree,6. Not very strong Republican,5. Slightly conservative,6. Oppose a moderate amount,3. Favor a little,4. Neither favor nor oppose,4. Neither favor nor oppose,5. Oppose a little,1. Favor a great deal,4. Neither favor nor oppose,I believe she is sound in judgement and an articulate speaker. I stand with her on abortion rights.,I don’t fall with democratic policy in general and I believe she already had a chance to make a change but didn’t.,I tend to lead with,I believe his behavior is erratic and he contradicts himself quite often.,Tarriffs on imports/exports,30,30
140089,38,35-44,2. Woman,"1. White, non-Hispanic",5. Graduate degree,6. Not very strong Republican,5. Slightly conservative,6. Oppose a moderate amount,4. Neither favor nor oppose,2. Favor moderately,4. Neither favor nor oppose,2. Favor a moderate amount,1. Favor a great deal,4. Neither favor nor oppose,NA,Economic political outlook,His stance on the economy and protection of our borders.,NA,"The economy and inflation and the separation of wealthy from those in poverty. The rich are getting richer and the poor are getting poorer.""""",15,60
140090,28,25-34,2. Woman,"1. White, non-Hispanic",5. Graduate degree,6. Not very strong Republican,6. Conservative,6. Oppose a moderate amount,6. Oppose moderately,6. Oppose moderately,4. Neither favor nor oppose,5. Oppose a little,4. Neither favor nor oppose,7. Oppose a great deal,NA,she is a democrat who can’t follow through with her promises. has raised the prices for things to not be affordable and the lead to a border crisis,"he is a republican and stands for his beliefs to protect America. lower costs for middle class, solve the border problem",NA,"rising costs, unlivable wages",0,70
140092,79,NA,1. Man,"1. White, non-Hispanic",2. High school credential,2. Not very strong Democrat,3. Slightly liberal,4. Neither favor nor oppose,6. Oppose moderately,1. Favor a great deal,1. Favor a great deal,2. Favor a moderate amount,1. Favor a great deal,4. Neither favor nor oppose,she isnt trump!,NA,NA,he lies about his time in office & about election fraud,"trump, supreme court",75,0
140093,65,65+,1. Man,"1. White, non-Hispanic",4. Bachelor's degree,5. Independent-Republican,5. Slightly conservative,7. Oppose a great deal,1. Favor a great deal,4. Neither favor nor oppose,2. Favor moderately,7. Oppose a great deal,4. Neither favor nor oppose,7. Oppose a great deal,NA,"She is a radical, she hid Bidens dementia, she understands little, she slept her way to the top, she plays the race card in almost all stuations, she failed on the border(SHE WAS THE BORDER CZAR!), etc, etc, etc, etc.",CLOSE THE BORDER!,NA,"wide open border(no sovereignty), corruption, money wasted on climate change, DEI garbage unqualified appointments, woke brainwashed universities(U of M), Muslim terrorists on campus burning US flags, the national debt.",0,100
140094,80,NA,2. Woman,"1. White, non-Hispanic",5. Graduate degree,7. Strong Republican,7. Extremely conservative,4. Neither favor nor oppose,7. Oppose a great deal,1. Favor a great deal,1. Favor a great deal,6. Oppose a moderate amount,1. Favor a great deal,4. Neither favor nor oppose,NA,I think she does not have the experience she needs to run.  I do not like the idea that she is using the race card.  She claimed she was Indian race and now is using the black race.,I think he made good decisions when he was in office as president.,NA,economy. prices have soared and families are hurting.,40,100
140095,62,55-64,1. Man,"1. White, non-Hispanic","3. Some post-high school, no bachelor's degree",3. Independent-Democrat,4. Moderate; middle of the road,6. Oppose a moderate amount,3. Favor a little,1. Favor a great deal,4. Neither favor nor oppose,2. Favor a moderate amount,1. Favor a great deal,2. Favor a moderate amount,"First of all, she is not Donald Trump.  After that, I feel that she has a decent resume as a senator and AG and can combine empathy with hard decision making.",NA,NA,Trump has been proven to be a habitual liar every time he talks.  I don't think he possesses the qualities of a leader but rather masquerades as one.  He attacks anyone he doesn't agree with and seems to only care about his own well being and perceived status.  He has shown admiration for autocrats and disdain for some of the most cherished ideas that this country is supposed to stand for.,"Division based on beliefs in propaganda,lies, alternative truths.",70,0
